ensembl,logFC,t,p.value,FDR,Result
ENSDARG00000103139,-0.18249251868708827,-1.7280117061256288,0.09538318871460125,0.3109418787226879,-0
ENSDARG00000021124,-0.16891401467318268,-1.7279616257632926,0.09539230505448364,0.31096201788141914,-0
ENSDARG00000075928,0.13486898558481908,1.727744166560018,0.09543189861793942,0.311014025167328,0
ENSDARG00000006392,0.21187446125507936,1.7276340228305833,0.09545195817613684,0.31104628681761265,0
ENSDARG00000045172,-0.30293863535912546,-1.7273895870438445,0.09549648796225141,0.3111147512204104,-0
ENSDARG00000036159,0.1472051674767636,1.7271600970012568,0.09553831101184634,0.3111888549832198,0
ENSDARG00000013095,0.0983192050112196,1.727109091777251,0.095547608481413,0.3112046483447241,0
ENSDARG00000073837,-0.09003591881100359,-1.726921604062348,0.09558179118918966,0.3112728710157851,-0
ENSDARG00000096603,-0.47908148088142793,-1.7267183130069643,0.09561886684046961,0.31135049468574955,-0
ENSDARG00000077677,0.20335319206474467,1.7265056970017805,0.09565765615737165,0.3114480490396094,0
ENSDARG00000053840,0.09540561510195911,1.726486284688696,0.09566119837074301,0.3114547906772946,0
ENSDARG00000077881,0.3329895257297235,1.7263593726743371,0.09568435905620534,0.31148707183209035,0
ENSDARG00000070536,0.19992513677709267,1.7258512296619255,0.09577713961844903,0.31166088087823446,0
ENSDARG00000052518,0.17155173941308233,1.7247066679306549,0.09598640087776654,0.3120662516341776,0
ENSDARG00000006316,-0.10759081321266617,-1.7247000817861455,0.09598760614585497,0.3120662516341776,-0
ENSDARG00000008034,-0.10391735022012227,-1.7239624183207427,0.09612267993425723,0.31234998799182734,-0
ENSDARG00000018145,-0.1324719073984264,-1.7239335027221172,0.09612797794855904,0.3123505028447269,-0
ENSDARG00000078135,-0.1898284106350081,-1.7238588062554665,0.09614166523127113,0.3123799716940518,-0
ENSDARG00000060639,0.08604254704881598,1.723837599370715,0.09614555145319773,0.3123833949323536,0
ENSDARG00000043531,-0.15581243180415516,-1.7237827257685632,0.09615560781294626,0.3124017518565063,-0
ENSDARG00000077323,-0.18692814351705334,-1.7231290418173195,0.09627547297140154,0.3126227592371553,-0
ENSDARG00000041750,0.08808795992718288,1.723069217046437,0.09628644926354145,0.3126374752544242,0
ENSDARG00000026048,-0.12831418618695434,-1.7225331166782067,0.09638485696062735,0.31282149024764083,-0
ENSDARG00000032932,0.39234949963365184,1.7223867923447767,0.09641173131591063,0.31286600021608607,0
ENSDARG00000103786,-0.22977478000292706,-1.7220749116688907,0.09646903336022676,0.31297277724710026,-0
ENSDARG00000000796,-0.3874702287224596,-1.7219213017126223,0.09649726679321013,0.31303558341531784,-0
ENSDARG00000009624,0.232444467555869,1.721897531021896,0.09650163645786397,0.3130449603250642,0
ENSDARG00000005541,0.40652204213955256,1.7218182688219148,0.09651620809785126,0.3130767203645791,0
ENSDARG00000037476,0.18361172796878833,1.7210829812884656,0.09665147269152219,0.3133773157613868,0
ENSDARG00000105060,-0.2931460019284402,-1.720441538579768,0.09676960418665606,0.31358536068377074,-0
ENSDARG00000038010,0.4393239718362132,1.7204368980925835,0.09677045924750256,0.31358536068377074,0
ENSDARG00000079306,-0.06859507762194195,-1.720223323960895,0.09680981953772685,0.31365583025118915,-0
ENSDARG00000102960,-0.10509934734384441,-1.7199322991269477,0.09686347523959574,0.3137330642998439,-0
ENSDARG00000008060,0.25469179525497276,1.7191964443823133,0.09699925543260765,0.31402965047582654,0
ENSDARG00000005141,0.09506166699632601,1.7188175092948068,0.09706923934354239,0.3141505932981651,0
ENSDARG00000098834,-0.22530012650520526,-1.7176581683097925,0.09728361789202518,0.31457875395547474,-0
ENSDARG00000099458,-0.08237889192322356,-1.717497930363556,0.09731327956990815,0.3146390793565667,-0
ENSDARG00000035577,-0.06696791195929208,-1.7174931385925454,0.09731416669313328,0.3146390793565667,-0
ENSDARG00000035853,0.16740637511034473,1.717162223495107,0.09737544708609727,0.31478431530609396,0
ENSDARG00000076227,0.3211012985391988,1.7169407414210578,0.09741648035758857,0.31488329594821807,0
ENSDARG00000055786,-0.12737223196139524,-1.7167919641716929,0.09744405203383157,0.31494355708578176,-0
ENSDARG00000101216,0.12133072308449755,1.7165134461050142,0.09749568522574878,0.31504031705348184,0
ENSDARG00000007531,0.38329490864138993,1.7153116952051912,0.0977187371673175,0.3155133474048383,0
ENSDARG00000101800,-0.28133651163067064,-1.7146863622517037,0.09783497282135224,0.3157450455660756,-0
ENSDARG00000075687,-0.12820301899747832,-1.714676832261777,0.0978367451391168,0.3157450455660756,-0
ENSDARG00000096554,-0.3798442525374026,-1.7144894927954413,0.0978715906622574,0.3158286057104078,-0
ENSDARG00000070463,0.13868232265008196,1.7143868643421079,0.09789068420287748,0.31588058741589625,0
ENSDARG00000032802,0.09024495083167583,1.7141789627043795,0.0979293729553479,0.31595058607214255,0
ENSDARG00000038066,-0.41578401277976806,-1.714062735066143,0.09795100756597694,0.31599304259062116,-0
ENSDARG00000097907,-0.42288028529608046,-1.7138764164850175,0.09798569731618391,0.31607634272890867,-0
ENSDARG00000091702,0.32409529858425956,1.713035946709023,0.09814230914233114,0.3163607997463799,0
ENSDARG00000090935,-0.24824802704720916,-1.7130341690696047,0.0981426406085127,0.3163607997463799,-0
ENSDARG00000094719,1.2882652411918945,1.7129709492531757,0.09815442945743962,0.3163891632234781,0
ENSDARG00000053279,0.06871291685669778,1.7128105891462597,0.09818433779751862,0.3164468189705236,0
ENSDARG00000044191,-0.13042060325140792,-1.7125255584678811,0.09823751708996421,0.31652682560954215,-0
ENSDARG00000034572,0.3624531128410715,1.7122690598635328,0.09828539380637236,0.3166177205564476,0
ENSDARG00000057652,0.10327646663463863,1.7121853958342352,0.09830101436130756,0.31663142453458787,0
ENSDARG00000087508,0.3799729294880434,1.712060024389548,0.09832442584973923,0.3166875046598706,0
ENSDARG00000057992,-0.2663823153921263,-1.7113353023834337,0.09845985043972542,0.31694403763559725,-0
ENSDARG00000039238,0.23911077490300414,1.7112296054535017,0.09847961454712638,0.3169714236715537,0
ENSDARG00000101894,0.3049538833218821,1.711200186126776,0.09848511621717827,0.3169768871314208,0
ENSDARG00000058953,-0.17381165950156685,-1.7111179291333452,0.098500500365986,0.31700519791643517,-0
ENSDARG00000102353,0.2837316961520382,1.7108111935792123,0.09855788557956024,0.3171342040259137,0
ENSDARG00000020946,0.12078366260492235,1.7107403775237595,0.09857113811163747,0.31715273802428434,0
ENSDARG00000037174,0.35281217612722826,1.7105963246199527,0.09859810084026412,0.3171912698815434,0
ENSDARG00000103279,1.039810681131518,1.7101973632372611,0.09867280786321697,0.3173592448392604,0
ENSDARG00000062053,0.0647812475783045,1.7092160924142588,0.09885675757726946,0.317748072786253,0
ENSDARG00000099449,-0.06290758135882069,-1.7089825872229993,0.09890057317607949,0.31785511532167354,-0
ENSDARG00000057679,-0.12820049382644605,-1.708905566373064,0.09891502918384626,0.3178649861271989,-0
ENSDARG00000069996,0.1337745753288675,1.7080799356354968,0.09907010333711806,0.3181970248225361,0
ENSDARG00000006797,-0.09109762352765927,-1.7075545012600322,0.09916889973592648,0.31839354696162653,-0
ENSDARG00000013979,-0.09722454826916227,-1.7072840004431424,0.09921979384072659,0.31851010320746004,-0
ENSDARG00000035852,0.21174419407135403,1.706904530400617,0.09929122734682481,0.3186267875698056,0
ENSDARG00000036785,0.37634857737853,1.7068859635693978,0.09929472357988743,0.3186331758095293,0
ENSDARG00000100946,-0.32645566752271504,-1.7065947370954289,0.09934957664885997,0.31872879129622955,-0
ENSDARG00000092074,0.5073796935069665,1.7062875509456616,0.09940746341937477,0.31880643686345755,0
ENSDARG00000061885,-0.29942529461316614,-1.7059408596224306,0.09947282875334337,0.3189267051724905,-0
ENSDARG00000021979,-0.14412063934325126,-1.7056975415229476,0.09951872567532594,0.3190230707465494,-0
ENSDARG00000027141,0.09751946078481666,1.7049969370265106,0.09965097985478844,0.3193336000702481,0
ENSDARG00000052866,-0.09316528861936124,-1.7049914709541862,0.09965201227533844,0.3193336000702481,-0
ENSDARG00000056594,0.2385733126991263,1.7045818063404001,0.09972941453373198,0.3194758765147601,0
ENSDARG00000077317,0.09171649989521757,1.7044682207143265,0.09975088442873345,0.3195051559139642,0
ENSDARG00000104833,0.43804831959145696,1.7044615720740774,0.09975214127179137,0.3195051559139642,0
ENSDARG00000073741,-0.12564490961016261,-1.704381026386551,0.09976736849555431,0.31952935111532726,-0
ENSDARG00000006889,-0.1428441796762563,-1.7043529648309852,0.0997726740138854,0.31953253741425286,-0
ENSDARG00000086336,0.1945400840785605,1.7043213868264728,0.09977864466134924,0.319535932502081,0
ENSDARG00000101719,0.22441131275603432,1.7043149204333985,0.09977986733916402,0.319535932502081,0
ENSDARG00000040430,-0.17898120686528785,-1.7041314542524475,0.09981456272932823,0.3195890124852263,-0
ENSDARG00000056764,0.16631938496957144,1.7040042853378419,0.0998386176741585,0.3196370187579167,0
ENSDARG00000104906,-0.24222589728377208,-1.7039497530025276,0.09984893436601489,0.3196555417480087,-0
ENSDARG00000043479,-0.3479507431135813,-1.7032228263065519,0.09998654365630785,0.31990610656008867,-0
ENSDARG00000076381,0.2318058663395366,1.7030819412365403,0.10001323206686437,0.3199317538723561,0
ENSDARG00000038801,-0.09369298893208011,-1.7030814314816118,0.10001332864262674,0.3199317538723561,-0
ENSDARG00000095698,0.21902377085396907,1.702991200281258,0.10003042465705386,0.319968404920362,0
ENSDARG00000041407,-0.10412609249081228,-1.7029188802445574,0.10004412883779384,0.3199747906165764,-0
ENSDARG00000105313,0.5472219188104511,1.7026410080775751,0.10009679852885603,0.3200762510438788,0
ENSDARG00000032116,-0.3615336445517361,-1.7020679542276127,0.10020549259160912,0.32024713367407953,-0
ENSDARG00000035598,0.09340712461408884,1.7008717345051119,0.10043270594454314,0.3207035522636626,0
ENSDARG00000056862,0.26527613393538596,1.7008534429755997,0.10043618365279874,0.3207035522636626,0
ENSDARG00000102226,-0.19771403665026455,-1.7005358432940156,0.10049658399493558,0.32082144023144554,-0
ENSDARG00000037256,0.2884540033977583,1.7004948109651632,0.10050438965393203,0.32082561117710623,0
ENSDARG00000059090,-0.1840937781242067,-1.7004891325838867,0.10050546990353847,0.32082561117710623,-0
ENSDARG00000061031,-0.12647350680650504,-1.7004348690427504,0.10051579343853542,0.3208317899943693,-0
ENSDARG00000019732,-0.0801517032723984,-1.7000934200682791,0.10058077393157419,0.3209691703804784,-0
ENSDARG00000059629,-0.0944626675970337,-1.7000148441506024,0.10059573256525119,0.32100238557165506,-0
ENSDARG00000035823,-0.11049152104648652,-1.699805407537001,0.10063561252243615,0.3210709764035493,-0
ENSDARG00000088258,-0.16487381414983204,-1.6997463206864316,0.10064686597489139,0.3210832549876385,-0
ENSDARG00000021982,0.39024317955302923,1.6995186689646646,0.10069023353964517,0.32114608228398434,0
ENSDARG00000021022,-0.14921103029085314,-1.699217028515151,0.1007477201487634,0.32125488501596855,-0
ENSDARG00000055291,0.09271875196458801,1.698951814131081,0.10079828749528172,0.3213625761201531,0
ENSDARG00000033320,0.1510016787778894,1.6986541903171857,0.1008550596440154,0.3214463429149328,0
ENSDARG00000103768,0.8613895493400829,1.6986314312165114,0.10085940208062569,0.3214463429149328,0
ENSDARG00000070165,0.23124909921008818,1.6983676243877392,0.10090974790648649,0.3215680597142276,0
ENSDARG00000034013,-0.14571127591707222,-1.6982914958133841,0.10092428048276146,0.32159984369438355,-0
ENSDARG00000046150,0.09963188194039674,1.6981082896954527,0.10095926086137717,0.3216629986366104,0
ENSDARG00000062634,0.12325025276950274,1.6980020630687025,0.10097954786638577,0.32168661785633584,0
ENSDARG00000003027,0.26286736597526117,1.6975203909957959,0.10107157992699953,0.3218075800648377,0
ENSDARG00000062550,0.12379674907972049,1.6973590053715442,0.10110243131238628,0.32186707239288026,0
ENSDARG00000095067,-0.5134712585861532,-1.6970322336409989,0.10116492309626303,0.3219836832306043,-0
ENSDARG00000046143,0.1144907501005612,1.6967443063877166,0.1012200131906026,0.3220746797252811,0
ENSDARG00000060808,0.2345058621679812,1.6967396438780737,0.1012209054918971,0.3220746797252811,0
ENSDARG00000057867,0.09827355592057874,1.6965367494315502,0.10125974141327912,0.3221384149035551,0
ENSDARG00000078016,0.1133288494036,1.6964950565419104,0.1012677233798124,0.3221426393991063,0
ENSDARG00000030417,-0.3640581629770585,-1.6963964090448038,0.10128661122584413,0.3221868722669656,-0
ENSDARG00000013966,-0.142404014652441,-1.6958910129609042,0.1013834249190471,0.322344644166193,-0
ENSDARG00000034826,0.12222965230310923,1.6956289272986491,0.10143366069326265,0.32246561245778954,0
ENSDARG00000010160,0.11164076233230968,1.6954534827518666,0.10146730105981358,0.32252895582210456,0
ENSDARG00000104058,0.18142507950380704,1.695418051941337,0.10147409582899247,0.32253597318063165,0
ENSDARG00000098027,-0.20912061634721257,-1.6953427305568973,0.1014885419129789,0.322557717478796,-0
ENSDARG00000070162,0.07912305464966529,1.6950840546870896,0.10153816719848012,0.3226524511824384,0
ENSDARG00000101438,-0.11055890825164116,-1.6950137857451306,0.10155165136220151,0.3226856094180971,-0
ENSDARG00000007438,-0.08113982966628086,-1.6949211882499822,0.10156942253280651,0.32271785234470735,-0
ENSDARG00000079327,-0.24841900596533772,-1.6945100814044671,0.10164835311262478,0.32285421347555887,-0
ENSDARG00000013931,-0.0960046435792421,-1.6944334903547924,0.10166306393124651,0.32286812398838566,-0
ENSDARG00000027236,-0.3599899552644278,-1.6944104404280464,0.10166749147375125,0.32286812398838566,-0
ENSDARG00000099732,0.11523839605050679,1.6939077448818616,0.10176409201815775,0.32299348043023285,0
ENSDARG00000040912,-0.31564136489826405,-1.6935745325989484,0.10182816630873895,0.3231053494630117,-0
ENSDARG00000094258,-0.18280356469319958,-1.6930793701947155,0.1019234450672166,0.32327475069003514,-0
ENSDARG00000015649,-0.10869688228622731,-1.693032231762703,0.10193251931224172,0.3232899661576178,-0
ENSDARG00000005355,-0.15460161559128505,-1.6927542917401424,0.10198603714467261,0.3233722068085119,-0
ENSDARG00000061520,0.8330066666155301,1.6927312911393941,0.10199046700803438,0.32337598537023304,0
ENSDARG00000074652,0.43052230823298143,1.6926249449364286,0.1020109511473202,0.323411863094858,0
ENSDARG00000039162,0.11173814068036858,1.692003018187106,0.10213081437255367,0.3235652099771095,0
ENSDARG00000100181,-0.15665411296296483,-1.6920011507509907,0.10213117445952082,0.3235652099771095,-0
ENSDARG00000077399,-0.1709693283460325,-1.691673180435491,0.10219443163969136,0.3236880917382645,-0
ENSDARG00000019130,-0.220589492649232,-1.6915050670049223,0.10222686923089695,0.32375660271224793,-0
ENSDARG00000068681,0.35681842869316815,1.6915015490196579,0.10222754812075704,0.32375660271224793,0
ENSDARG00000098809,-0.07538886511937815,-1.6913138871669808,0.10226376801339952,0.32381071993995636,-0
ENSDARG00000011152,0.2015862663875958,1.6909245287995298,0.102338950971984,0.32392367778779,0
ENSDARG00000074431,-0.13322869010722727,-1.6906727297653366,0.10238759670496869,0.3240186685760099,-0
ENSDARG00000099129,-0.2148054647889861,-1.690293950034909,0.10246081077386915,0.3241437344607588,-0
ENSDARG00000099631,0.2655925926170051,1.6900482011669888,0.10250833492185046,0.3242601526925452,0
ENSDARG00000027465,0.16276893980691032,1.6897349601405778,0.10256893788602262,0.32438397946757175,0
ENSDARG00000060707,-0.3967346680108106,-1.6895057019369106,0.10261331170674474,0.32447780687422667,-0
ENSDARG00000043635,0.19837726786072718,1.6888913573866289,0.10273230000541031,0.3246819760536443,0
ENSDARG00000004017,-0.11191812123201039,-1.6887880491120033,0.10275232047452457,0.32472132885144733,-0
ENSDARG00000033655,0.0914318927415323,1.6887782716391462,0.10275421545466565,0.32472246872853217,0
ENSDARG00000071594,-0.3148291837978403,-1.6884991840095933,0.1028083180380047,0.3248303898310886,-0
ENSDARG00000012506,-0.21370066391701847,-1.6883877958350784,0.10282991789184322,0.32485036453568683,-0
ENSDARG00000094730,0.15483535121017766,1.6879696979469183,0.1029110274083182,0.32499285367753883,0
ENSDARG00000056490,0.11089502405868146,1.6879221020686044,0.10292026424631641,0.32500457172491704,0
ENSDARG00000100357,0.21224209873968514,1.6874053370142779,0.10302059664193361,0.32519525050240716,0
ENSDARG00000059760,-0.10748305643061329,-1.6870323285746185,0.10309306903353681,0.3253221235225494,-0
ENSDARG00000007025,-0.2935722308243418,-1.6868505887940812,0.10312839504572631,0.3253656819321989,-0
ENSDARG00000040684,-0.16365208722853808,-1.686702078785101,0.10315726950391899,0.3254082713082949,-0
ENSDARG00000056541,0.32832694206621427,1.6866827135333686,0.10316103514531619,0.325415299762949,0
ENSDARG00000010756,-0.3938386679852788,-1.6862516277067152,0.10324489118717871,0.3255779147793973,-0
ENSDARG00000090421,-0.1598949342868785,-1.6856579810851167,0.10336046267513227,0.3257594559962509,-0
ENSDARG00000059209,-0.21508888675478843,-1.6854319002597644,0.10340450477418309,0.32583401794072114,-0
ENSDARG00000033754,0.21494842498171174,1.684992420185975,0.10349016358851205,0.3259676784017479,0
ENSDARG00000043084,-0.18780758392477281,-1.6848428651411498,0.10351932685758271,0.3260207198215267,-0
ENSDARG00000007989,0.1847195389957843,1.6846550536148124,0.10355595991932096,0.3260942187444907,0
ENSDARG00000017891,-0.12056528775150088,-1.6845074635344737,0.10358475533141924,0.32613942215654407,-0
ENSDARG00000037487,-0.26345099974632546,-1.6843926441495294,0.10360716169773075,0.32618085458534685,-0
ENSDARG00000101295,0.11070499492243968,1.6843133270082347,0.10362264237344683,0.3262169907880606,0
ENSDARG00000061047,-0.10479606105555561,-1.6842817802732637,0.10362880002818106,0.3262210965587116,-0
ENSDARG00000056414,0.13149791809487965,1.684184121441979,0.1036478641494243,0.32627016926020697,0
ENSDARG00000000779,-0.08523591929015151,-1.6840952337087507,0.10366521861052667,0.326295870182067,-0
ENSDARG00000009738,0.15343048608108223,1.6831496832358448,0.10384997908379485,0.3266281441518516,0
ENSDARG00000045490,-0.2763362553194799,-1.6829553412751452,0.10388798769607312,0.3266713606006463,-0
ENSDARG00000010487,-0.14577995824786782,-1.6825047913466338,0.10397614932102982,0.3268708784055974,-0
ENSDARG00000023472,-0.14378798848987184,-1.6824445163927129,0.10398794841744649,0.326884870251821,-0
ENSDARG00000059442,-0.17296199693413294,-1.6823532542459754,0.1040058155358352,0.32691423732781455,-0
ENSDARG00000074023,0.19705044896939494,1.6821925967716662,0.10403727498870882,0.3269756170492017,0
ENSDARG00000009657,0.1301386188303839,1.6821339758869014,0.1040487559378972,0.3269922771062486,0
ENSDARG00000062790,0.10718105336080086,1.6820104372950109,0.10407295455443208,0.3270391886344408,0
ENSDARG00000071196,0.21626260666964292,1.6818968981759457,0.10409519864748239,0.3270750946071404,0
ENSDARG00000034195,0.08373279263415156,1.681749522147128,0.10412407786977221,0.3271333375391347,0
ENSDARG00000056745,0.060962638405234415,1.6814552874186952,0.1041817550446981,0.32725960823854316,0
ENSDARG00000018159,0.2251635378863992,1.6813247907253472,0.1042073441531709,0.32731084185618864,0
ENSDARG00000055443,0.15163334595001077,1.6812339302137218,0.10422516411226346,0.327342523533855,0
ENSDARG00000078815,-0.12059379049444185,-1.6811122139944084,0.10424903963244744,0.32737361793524494,-0
ENSDARG00000046091,-1.8402382260655685,-1.6810563476827078,0.10425999975105597,0.3273823158044663,-0
ENSDARG00000039304,0.3228232419242405,1.6807707024449885,0.10431605409692664,0.32745497784479427,0
ENSDARG00000103298,-0.24281905189527264,-1.680118816690288,0.10444407328502835,0.327634476806956,-0
ENSDARG00000045691,0.23982404288764592,1.6800643756805653,0.10445477052471486,0.32764171170904677,0
ENSDARG00000062478,-0.1862772040521854,-1.679958368152835,0.104475602824972,0.32766206795243935,-0
ENSDARG00000016725,-0.42175057623581375,-1.6796116140931654,0.10454377029384132,0.32780321965198606,-0
ENSDARG00000062190,-0.11876337502089207,-1.6794079497702434,0.10458382551082877,0.3279093829281184,-0
ENSDARG00000095914,-0.760528941301887,-1.679367937666504,0.10459169631247002,0.32792427519632916,-0
ENSDARG00000098286,-0.31783245561748386,-1.6790182440361079,0.10466050586899847,0.32807204159095815,-0
ENSDARG00000097187,0.09342590933802342,1.6789130296521855,0.1046812164324389,0.3281037743349727,0
ENSDARG00000020397,0.1250460617335989,1.6789116857686472,0.104681480986794,0.3281037743349727,0
ENSDARG00000058082,-0.20952289247590805,-1.6786274180183685,0.10473745399660724,0.32819934792465616,-0
ENSDARG00000060249,-0.07647356159126772,-1.6785129917277755,0.10475999189281386,0.3282217336996254,-0
ENSDARG00000012763,0.12619831583690821,1.6781997796754058,0.10482170428850596,0.3283001817600674,0
ENSDARG00000099498,-0.4035433814712166,-1.6777533446286679,0.1049097183818071,0.3284631547906731,-0
ENSDARG00000059323,-0.0748389691652882,-1.6776414948252472,0.10493177912830332,0.32847966190641226,-0
ENSDARG00000062263,0.3779136882779781,1.677590588319857,0.10494182098349042,0.32848174020759774,0
ENSDARG00000086126,0.3736640263489799,1.6773689205993965,0.10498555671436616,0.3285525891468724,0
ENSDARG00000068480,0.07582054963644769,1.6770992844613197,0.10503877735751752,0.3286210427150696,0
ENSDARG00000010270,0.20054428310339079,1.677038203270315,0.10505083667279615,0.32863848279865293,0
ENSDARG00000079740,0.18121126372830698,1.676800189766769,0.10509783896746057,0.3287466491838611,0
ENSDARG00000105113,-0.1581515279633141,-1.6767788195386322,0.10510205996734137,0.3287501349294001,-0
ENSDARG00000089861,-0.1519438424061299,-1.6763862925883384,0.10517961629271524,0.32889224322656346,-0
ENSDARG00000007783,0.66751273336812,1.6761386965192981,0.10522856152433069,0.32899116454469474,0
ENSDARG00000062277,0.08689813504368882,1.6761048698785173,0.10523524991664482,0.32899724445395395,0
ENSDARG00000029479,0.19077505951417795,1.6760959038259577,0.10523702279435386,0.32899724445395395,0
ENSDARG00000094016,0.4976729774072579,1.6757744256276657,0.10530060593961076,0.3291376798966634,0
ENSDARG00000053019,-0.09887037718476321,-1.6756360858814419,0.10532797719083786,0.32917461946187576,-0
ENSDARG00000002190,0.13536409805740846,1.6754814497747148,0.10535857981955633,0.32922650623549654,0
ENSDARG00000042821,-0.1369372807128979,-1.675248088144682,0.10540477640730248,0.3293138050304718,-0
ENSDARG00000017649,-0.4588586813936415,-1.675211465144781,0.1054120278870504,0.3293254491929454,-0
ENSDARG00000091385,0.10211001895552307,1.675118000431921,0.10543053611579628,0.32935410163382417,0
ENSDARG00000101095,-0.12761672120735845,-1.6749885440762722,0.10545617604034713,0.3293800299534785,-0
ENSDARG00000090997,0.14339497591913464,1.6746188988450217,0.10552941615757189,0.3295186108604744,0
ENSDARG00000071015,0.08819131670294222,1.674582644679435,0.10553660171594417,0.32952749587362745,0
ENSDARG00000077812,-0.20686246365443672,-1.6745585279661765,0.10554138186406355,0.32952749587362745,-0
ENSDARG00000006225,-0.14566767770486333,-1.674118222818454,0.10562868617103877,0.3296943620672266,-0
ENSDARG00000069607,-0.1866562991676548,-1.6738396524855041,0.10568395271774671,0.3297833284497882,-0
ENSDARG00000052765,0.07960603012747214,1.6737044177950127,0.10571079113550136,0.32982552266716864,0
ENSDARG00000102687,0.24926513786880422,1.6732826084272963,0.10579453929211018,0.32996557726771203,0
ENSDARG00000007315,-0.18140705845816152,-1.6731558089045733,0.10581972556925125,0.3300097251658235,-0
ENSDARG00000038011,0.500295460394983,1.6722469644147397,0.10600039701740648,0.3303738500845279,0
ENSDARG00000104157,-0.35981975293640667,-1.6720773863979195,0.10603413643234058,0.3304226441542376,-0
ENSDARG00000014430,-0.07178180274917523,-1.6715731119950976,0.1061345205179742,0.33058713222620434,-0
ENSDARG00000036929,-0.14883256097450026,-1.6703652847079573,0.10637528192674012,0.3310739414738241,-0
ENSDARG00000054222,-0.23953213678232133,-1.67030664224663,0.10638698300987717,0.3311031729127733,-0
ENSDARG00000069295,0.22284142314559974,1.6702678682387277,0.10639472028044215,0.3311031729127733,0
ENSDARG00000021805,0.08650943357185614,1.6698208985106542,0.10648394615455462,0.33127573570387414,0
ENSDARG00000035565,-0.13608773741025182,-1.6694233441012245,0.10656336016922306,0.331391272016913,-0
ENSDARG00000052348,0.11260821632178875,1.6693809810091236,0.10657182538743944,0.3314078580687232,0
ENSDARG00000087277,-1.0150109545520514,-1.6689930318338335,0.10664937363497382,0.33150288642218856,-0
ENSDARG00000068678,0.4462331145362689,1.6688050585852732,0.10668696511637803,0.33156464389901086,0
ENSDARG00000103523,-0.35608603369624436,-1.6687608573635064,0.10669580622590762,0.3315677963908586,-0
ENSDARG00000030839,0.16963214909509094,1.6684071419725657,0.10676657831609924,0.33168925383421705,0
ENSDARG00000088136,-0.4731384356103794,-1.6683774717884248,0.10677251657193182,0.3316996429566766,-0
ENSDARG00000005544,-0.12855542912194284,-1.6682696088277125,0.10679410683070359,0.3317237869272841,-0
ENSDARG00000100742,-0.08370385038385564,-1.668057965567572,0.10683648076432804,0.3318115802316449,-0
ENSDARG00000077372,0.2520109892512954,1.6679858057472512,0.10685093138299277,0.3318369825180431,0
ENSDARG00000052377,0.09076938684597291,1.6679540726917914,0.10685728671540437,0.33183745828860545,0
ENSDARG00000068841,5.355875887119825,1.6678906215516731,0.10686999533050297,0.3318513905321895,0
ENSDARG00000104068,-0.10666537935198583,-1.6678843554461575,0.10687125043603174,0.3318513905321895,-0
ENSDARG00000039352,-0.15827596941062083,-1.667486583401956,0.10695094971464092,0.3319771031533125,-0
ENSDARG00000058203,0.10531323121855785,1.6674745671564004,0.10695335811374376,0.3319773715281613,0
ENSDARG00000098272,-0.08833704868345027,-1.66681875482248,0.10708487048924353,0.3322173897658378,-0
ENSDARG00000040157,-0.2115355350302286,-1.6665942889524745,0.10712991449309991,0.33230606334821694,-0
ENSDARG00000040657,-0.0873208207683227,-1.6662293415964695,0.10720318302527741,0.3324542773781411,-0
ENSDARG00000024744,-0.12011052650475218,-1.666227068807847,0.10720363945222162,0.3324542773781411,-0
ENSDARG00000013236,-0.2759182476755089,-1.6661543852087752,0.10721823680680571,0.332476562938042,-0
ENSDARG00000021607,0.12350740637816315,1.6661173351685916,0.10722567836282326,0.3324836491307797,0
ENSDARG00000074376,0.20229265761114457,1.665924659997953,0.10726438442498826,0.33255981743294,0
ENSDARG00000071468,-0.20019185937968942,-1.665789053809852,0.10729163304017836,0.33260531965015683,-0
ENSDARG00000026476,-0.07031089257607803,-1.665256567247376,0.10739868653880295,0.33281044267501847,-0
ENSDARG00000091304,-0.23261257775099065,-1.6646469892868319,0.10752134849926964,0.33302550317749907,-0
ENSDARG00000062023,-0.14348612793349869,-1.6640047175033212,0.10765071598381884,0.33324013651717643,-0
ENSDARG00000010654,0.4291267753888919,1.6633295472547698,0.10778685023129364,0.3334225891982039,0
ENSDARG00000068965,0.09719847019092498,1.663233597298813,0.10780620825001155,0.33347759630028423,0
ENSDARG00000079412,0.4142259049960797,1.6631766829717352,0.10781769215712843,0.3334975561565063,0
ENSDARG00000061737,0.4338144839933191,1.662921261993188,0.10786924240424355,0.3335896947470479,0
ENSDARG00000098783,-0.09346352887175247,-1.6628348206070522,0.10788669307199626,0.3336157859200285,-0
ENSDARG00000102019,0.16209525836735938,1.6618359579371051,0.10808851334551832,0.3339127093841294,0
ENSDARG00000103108,-0.1662216608130498,-1.6613946131672577,0.10817778755596567,0.3340537462988038,-0
ENSDARG00000100977,0.27819084421352436,1.6613551425658144,0.10818577458022519,0.33407067618811453,0
ENSDARG00000097630,0.16466833039103212,1.6613194531140756,0.10819299689894893,0.334078355397875,0
ENSDARG00000036257,0.08571211078985641,1.6611524619888323,0.10822679551880708,0.33415346780040855,0
ENSDARG00000079238,-0.19038739196865095,-1.6611436614477504,0.10822857697283603,0.33415409334693297,-0
ENSDARG00000026806,0.1917922765313036,1.6607751863240874,0.10830318773490134,0.33427989524158985,0
