ensembl,logFC,t,p.value,FDR,Result
ENSDARG00000101360,1.1014435938701834,3.570651854120007,0.0013582880402443758,0.023750290316381418,1
ENSDARG00000101422,0.81594174651959706,3.5601473809816295,0.0013956799832813866,0.024150706760003745,1
ENSDARG00000100725,-0.2687571483819431,-3.5570209995504487,0.0014070007985655711,0.024285049503475105,-1
ENSDARG00000024651,-0.456659677578271,-3.5497212872488837,0.0014337823582924803,0.024572955983355228,-1
ENSDARG00000089075,-0.25148672471169764,-3.5477372211927687,0.0014411468797218493,0.024655249390659696,-1
ENSDARG00000105310,-0.4818454727422603,-3.5473909894209887,0.0014424357984920992,0.024667330489339195,-1
ENSDARG00000074262,0.3507751809671338,3.5466814205710646,0.0014450808178906739,0.02469659921040486,1
ENSDARG00000061233,-0.22570534342771786,-3.546167736327106,0.0014469985919781012,0.024713449596860313,-1
ENSDARG00000062267,-0.14710863852763278,-3.5437864395052463,0.0014559212341680925,0.02481380813293866,-1
ENSDARG00000017728,-0.275192860406416,-3.541876272419617,0.0014631172162080507,0.024888280027900393,-1
ENSDARG00000062449,-0.23651458675499537,-3.5379601587311362,0.0014779782822900071,0.025050471336348707,-1
ENSDARG00000037017,-0.15651081205665207,-3.5376564379648623,0.001479136969586076,0.025064088454049276,-1
ENSDARG00000017602,-0.3626728683175724,-3.535897730515926,0.0014858637772546112,0.025127778927149413,-1
ENSDARG00000101631,-0.26985574810112034,-3.5350718657240026,0.0014890328458429143,0.025145647708055562,-1
ENSDARG00000078060,0.37431778683314576,3.5214728389956393,0.0015421705517291123,0.0257081871652612,1
ENSDARG00000036245,1.0901258210187021,3.5197375732821636,0.0015490822043722782,0.02578887391348749,1
ENSDARG00000061365,1.060519970550204,3.5182906196551222,0.0015548684982260239,0.02585266622975478,1
ENSDARG00000058729,-0.3297888290000168,-3.517965872674869,0.0015561700272566624,0.025864147106071076,-1
ENSDARG00000097772,0.4273948343329952,3.5159904459219193,0.0015641100235897817,0.025954106500171242,1
ENSDARG00000017255,-0.6571685639562004,-3.513862848872249,0.0015727056705227502,0.02603063415438468,-1
ENSDARG00000053890,-0.27579686181961094,-3.51325504280242,0.0015751696667069988,0.026055115978158346,-1
ENSDARG00000070164,-0.19769429599063937,-3.5120835260052914,0.0015799294841050049,0.026103247129892242,-1
ENSDARG00000094408,-2.097806542763562,-3.5104007542938227,0.00158679096109806,0.026169858336651832,-1
ENSDARG00000093228,1.0229035019819306,3.5055441721802483,0.0016067563027755986,0.02637967038590015,1
ENSDARG00000089055,0.19925760004949922,3.500669600103255,0.0016270408334727463,0.026594970798518955,1
ENSDARG00000089637,0.33887414580794184,3.4921802216780806,0.001662962753185889,0.027009138894580176,1
ENSDARG00000061228,0.33490451540189836,3.4919922405256947,0.0016637668250331977,0.027019487605356364,1
ENSDARG00000044327,-0.2517970461025749,-3.48967934316376,0.0016736909676371037,0.0271105656784469,-1
ENSDARG00000042974,-0.15732653853079626,-3.4876564877192693,0.0016824176858924321,0.027189493640273205,-1
ENSDARG00000057159,-0.3505309885310304,-3.4872124108392097,0.0016843393632290104,0.02720600779907202,-1
ENSDARG00000073757,0.5178326819979473,3.486415960015148,0.001687791224917322,0.02722851482631311,1
ENSDARG00000024831,-0.3979922794669415,-3.4862587204601394,0.0016884735208778658,0.027235370006300972,-1
ENSDARG00000087779,0.308677934641743,3.484586131775499,0.0016957478281016372,0.027315722254333357,1
ENSDARG00000022763,0.26080494095651563,3.4825453649059095,0.0017046645905167625,0.02741213921596088,1
ENSDARG00000054578,-0.15756014126320395,-3.4816760770754747,0.001708476590103062,0.0274522249765101,-1
ENSDARG00000103862,0.3239822537284729,3.4766154303094594,0.0017308333189282128,0.027684438252058848,1
ENSDARG00000061354,-0.2598937190217221,-3.473406347725563,0.001745157069854502,0.027832013652569116,-1
ENSDARG00000007477,-0.24555954357548337,-3.470288066411051,0.0017591856546585215,0.027989857817963325,-1
ENSDARG00000078688,0.24530509441173542,3.4693696488712047,0.0017633382613467124,0.028033141550329425,1
ENSDARG00000068828,0.47110487526148637,3.4693191412100406,0.0017635669063484987,0.028034276275140577,1
ENSDARG00000056165,-0.18436268455277105,-3.4678755621906516,0.0017701140679557683,0.028099649362121944,-1
ENSDARG00000076132,1.0581849300561388,3.455619695710331,0.0018266567308316264,0.028703951733898708,1
ENSDARG00000100031,-0.4089961762891865,-3.448971451214237,0.0018580571420702984,0.028994075483029288,-1
ENSDARG00000098990,0.264821172785179,3.446339160799867,0.0018706338024085016,0.029121619748212202,1
ENSDARG00000015540,-0.25969108876582503,-3.4380402683175837,0.0019108270060925773,0.029519672379465917,-1
ENSDARG00000014692,0.18512020648216332,3.4351939869111807,0.0019248038734095258,0.029629824434934816,1
ENSDARG00000055383,0.18562087133344463,3.4334880347067878,0.001933228494091604,0.02970281026522856,1
ENSDARG00000011809,0.2619048283795893,3.427779450507847,0.0019616801466737855,0.029970247091794314,1
ENSDARG00000091367,-0.1574272171405502,-3.4267776073094818,0.0019667150058925863,0.030020332275924717,-1
ENSDARG00000040135,-0.4570009941488329,-3.426278173291996,0.0019692296323392403,0.030037883697787832,-1
ENSDARG00000058848,-0.3142369957118092,-3.4261075556677563,0.0019700893973541565,0.03004450211944251,-1
ENSDARG00000022599,-0.3206214239197682,-3.4234032735509143,0.0019837652817594614,0.03017262086185408,-1
ENSDARG00000038979,-0.8243863996748872,-3.420850638875651,0.001996758588953421,0.03030056462324929,-1
ENSDARG00000017658,-0.28185319157102073,-3.4181480658820695,0.0020106049126570806,0.030436482807695814,-1
ENSDARG00000105448,0.6419314469430195,3.4153120139507385,0.0020252350599898987,0.030581396192672812,1
ENSDARG00000053753,-0.19233432504101255,-3.4110063544014486,0.002047643574378554,0.030818284436045975,-1
ENSDARG00000088745,0.9620819087099524,3.4096207979103133,0.002054905520346032,0.03088690440749569,1
ENSDARG00000092721,-0.4502686491488568,-3.4089774144000664,0.002058286076725804,0.030917239064766223,-1
ENSDARG00000101627,-0.20682466113361908,-3.399880226740102,0.0021066658069575223,0.031348040360522945,-1
ENSDARG00000034823,-0.1525009394450283,-3.384468644537058,0.0021911478345136492,0.03214736039861623,-1
ENSDARG00000094277,-0.29938724506435,-3.3763180364119845,0.0022371425604872913,0.03258173686153126,-1
ENSDARG00000014313,-0.33389885172381106,-3.374833938952274,0.002245617342359219,0.032646753455575946,-1
ENSDARG00000077533,-0.20687275679461514,-3.3732622812603266,0.002254625964580657,0.032726017258604245,-1
ENSDARG00000101848,0.8205924875934529,3.3719254196694006,0.002262316242585635,0.03279391574730721,1
ENSDARG00000029415,-0.23550408357118968,-3.365850949424767,0.0022975800689845434,0.03309753853254592,-1
ENSDARG00000032653,-0.6012701550812842,-3.3655506061237,0.00229933735078133,0.03310943569436351,-1
ENSDARG00000058861,-0.31495606742494786,-3.3623396246548647,0.002318205876750979,0.03326334675112435,-1
ENSDARG00000071032,-0.3206453298690377,-3.3600731462370024,0.002331614257278881,0.033356236843823946,-1
ENSDARG00000078172,-0.4298817632850569,-3.3594268005335577,0.002335451720601792,0.033388130200773546,-1
ENSDARG00000099730,-0.12675158067547443,-3.3576493420622,0.002346036284006593,0.03347657114969602,-1
ENSDARG00000054250,0.17760033161373912,3.357223635958897,0.0023485781868032274,0.03349703361195379,1
ENSDARG00000073771,-0.16855497541148345,-3.3522079239692513,0.0023787282195339285,0.033777458126334106,-1
ENSDARG00000087203,0.5353380974373801,3.3466602189495336,0.0024125115923505787,0.03409184772994898,1
ENSDARG00000070048,0.7853233200617884,3.33927324123538,0.002458215405489296,0.03451004972509547,1
ENSDARG00000013822,-0.45975700454841784,-3.338224582652011,0.002464770923727294,0.03457247404025055,-1
ENSDARG00000019496,-0.2558754749656673,-3.3363608851019526,0.0024764632023934834,0.03468523446544679,-1
ENSDARG00000019644,-0.1804131910510236,-3.335419847015074,0.0024823873197960845,0.03474521406725233,-1
ENSDARG00000039374,0.16939905766545138,3.33409394849288,0.002490757472136961,0.03482775827478829,1
ENSDARG00000008735,-0.18591518612675895,-3.33382146490274,0.0024924809823372585,0.034842336307036044,-1
ENSDARG00000101379,-0.402528444536308,-3.3289608670535027,0.002523419299876454,0.03512902415990608,-1
ENSDARG00000058004,0.570739690720228,3.3269541658798127,0.002536300017994382,0.03522492821106391,1
ENSDARG00000014794,-0.2613495143780469,-3.3263833843418,0.002539975356467809,0.035252839159569345,-1
ENSDARG00000059483,0.2301717741974061,3.3248438572273455,0.0025499142227845533,0.03533748335299987,1
ENSDARG00000052638,-0.30654695017672484,-3.3216795370820864,0.002570460389595804,0.035510608269948715,-1
ENSDARG00000077470,-0.2900060866140479,-3.3181580760449845,0.0025935132992010008,0.03573046773183024,-1
ENSDARG00000056672,-0.2418719180205562,-3.3164915755248208,0.00260449229712754,0.035824083169770655,-1
ENSDARG00000076754,-0.2535919855776738,-3.3120632854097427,0.0026338844151583304,0.036035275091658145,-1
ENSDARG00000019307,-0.37010440595474936,-3.31173561103076,0.0026360719725954038,0.03605464789229468,-1
ENSDARG00000063159,-0.2891726719607002,-3.306353530699084,0.0026722545472894934,0.03635707941940475,-1
ENSDARG00000036282,0.27775773756421795,3.3021281532203552,0.0027009959845773622,0.036594813376676784,1
ENSDARG00000100823,-0.256726283900897,-3.298130583281625,0.002728462082304938,0.03683737107344644,-1
ENSDARG00000020504,-0.2684086306765403,-3.296871500426986,0.002737168480291923,0.03690077621777844,-1
ENSDARG00000005853,-0.17726449546000733,-3.2962546269350668,0.0027414438509832796,0.03695135284661223,-1
ENSDARG00000015174,-0.14360290777541174,-3.293710612785155,0.002759143786131459,0.037121367203102565,-1
ENSDARG00000019897,-0.17768742446445174,-3.290350497101682,0.0027826906197858476,0.037315234060104466,-1
ENSDARG00000018653,0.2650079517012305,3.2858141365908096,0.0028147876835722756,0.037578560808804055,1
ENSDARG00000104783,0.4498846073190763,3.285391863845133,0.002817793562910412,0.03760098633664448,1
ENSDARG00000004580,-0.1573445382151828,-3.283039862206393,0.002834592573704394,0.037764352931454914,-1
ENSDARG00000023369,0.8365282155481463,3.2808768614214436,0.002850126801609131,0.037896323403415096,1
ENSDARG00000029474,0.19134904719757095,3.27645273364923,0.0028821558018746296,0.03816976300181178,1
ENSDARG00000018726,-0.3349609987440716,-3.2717374940715103,0.002916673934869655,0.038441682542754596,-1
ENSDARG00000060257,-0.2830621263809441,-3.2705934181513405,0.002925109024548191,0.03850489951433495,-1
ENSDARG00000059424,-0.3424047654616018,-3.267394552418041,0.002948818604893191,0.03869500568860261,-1
ENSDARG00000004680,-0.24276299146534797,-3.2651205842272644,0.002965785376408809,0.03885667204436461,-1
ENSDARG00000071566,-0.22821836946131224,-3.262864815621476,0.0029827091993375934,0.03898909923936789,-1
ENSDARG00000058114,-0.17442227034769697,-3.2612279584753927,0.0029950478299135878,0.03907075338475292,-1
ENSDARG00000043662,0.1618311131084189,3.260422996218776,0.003001133644885278,0.039119005247545455,1
ENSDARG00000103453,-0.2077928794917412,-3.2583550357763547,0.0030168228182857327,0.03923389753921996,-1
ENSDARG00000095170,0.14717573003601192,3.255185219812532,0.0030410248827171774,0.039405784012599906,1
ENSDARG00000088073,-0.2135144858119027,-3.254231332791541,0.0030483444702828462,0.03947646191449199,-1
ENSDARG00000053217,-0.2464080118283185,-3.2535531962786193,0.003053558413327229,0.03952911761910985,-1
ENSDARG00000056328,-0.28401308958243865,-3.2518557896462674,0.003066646803612565,0.03963829217685219,-1
ENSDARG00000076508,-0.18056047644626005,-3.2514565056234086,0.0030697334433128377,0.03966849828284908,-1
ENSDARG00000036560,-0.39429525315933756,-3.2510886507692796,0.0030725797675075777,0.03969316195534236,-1
ENSDARG00000025335,0.45924498822313065,3.2489001173093452,0.0030895663974135545,0.03985179123684753,1
ENSDARG00000078111,-0.4267172310815135,-3.243878153197317,0.0031288873537429567,0.040151748561843816,-1
ENSDARG00000078529,-0.3694123823724773,-3.240131748220079,0.0031585340125138694,0.04038450870201688,-1
ENSDARG00000097279,0.21114294925220456,3.2379438172523787,0.0031759726803216692,0.040521796597178646,1
ENSDARG00000098544,-0.3265240182259239,-3.236539951799426,0.0031872107683794454,0.04061376578137753,-1
ENSDARG00000076899,0.4714874013878081,3.2362814022062225,0.0031892846505446847,0.04062826045935318,1
ENSDARG00000042933,0.2114240408334096,3.2355795647515024,0.0031949207852241734,0.04068364760431653,1
ENSDARG00000078251,-0.1679688035922453,-3.2337531516215154,0.003209632802944633,0.04080932401940623,-1
ENSDARG00000062216,-0.2591315232890574,-3.2321118101994446,0.00322290960116066,0.04093562613506145,-1
ENSDARG00000100894,0.30060660718975907,3.2233654576490083,0.0032945539275309062,0.041501849380295885,1
ENSDARG00000102428,-0.47848288601180666,-3.2229974434115762,0.0032976017750457266,0.04151818911857939,-1
ENSDARG00000007135,0.14108305046178238,3.2204364212124963,0.0033188870140922213,0.041706944621168585,1
ENSDARG00000069297,0.2685348572597892,3.219959713480152,0.003322863590754548,0.041723482014396476,1
ENSDARG00000054199,-0.3473046613759776,-3.218244298358854,0.003337211074209744,0.04182511402795328,-1
ENSDARG00000076239,0.3374042880093837,3.2146941432515814,0.003367093384807888,0.04206014946197726,1
ENSDARG00000103953,-0.12678575404085546,-3.2125236922108473,0.0033854889341877383,0.042205148951359725,-1
ENSDARG00000038876,-0.480714329541408,-3.2096024864305277,0.003410399955220469,0.04240340078267424,-1
ENSDARG00000060785,-0.30346220583185257,-3.2093013913626125,0.003412977576095824,0.04242298855436804,-1
ENSDARG00000075116,0.16915890558700752,3.206442317470136,0.003437547032189872,0.042625513003138174,1
ENSDARG00000100717,-0.1462080726095314,-3.2063223393762286,0.003438581769595138,0.04262862295211177,-1
ENSDARG00000103824,-0.33254043515990706,-3.2047147450593196,0.003452475175941448,0.04273074012496794,-1
ENSDARG00000012367,-0.21819284022682073,-3.200367865644797,0.0034903129778583587,0.04302042978777325,-1
ENSDARG00000011170,0.19037562777449502,3.2000717272662094,0.0034929051791062113,0.04303233155170586,1
ENSDARG00000023648,-0.12850246094339823,-3.199954988868889,0.0034939275384537143,0.0430388804347005,-1
ENSDARG00000094504,0.31144239924514716,3.1989314006052725,0.00350290412699982,0.043097816594276826,1
ENSDARG00000043865,0.4021141671279125,3.198809702148913,0.003503972860954756,0.04310344854309261,1
ENSDARG00000017813,-0.3807564404999726,-3.1976862296922652,0.0035138537918469135,0.043192361012989205,-1
ENSDARG00000045888,-0.15546974710069783,-3.1947689849531584,0.003539636019701724,0.04339543201204574,-1
ENSDARG00000007151,-0.35101956061250483,-3.1933938707722,0.0035518519894044373,0.04349555834306376,-1
ENSDARG00000039220,0.29958237604403637,3.1905026084946426,0.003577668962768957,0.04369508742317924,1
ENSDARG00000102923,-0.25313667117137495,-3.183456659792019,0.0036413409238559044,0.04420234921070026,-1
ENSDARG00000105295,0.23740630300210386,3.1821695099183622,0.003653089355382774,0.04429669093220075,1
ENSDARG00000056648,-0.15923831380227416,-3.1783237424664468,0.003688408586462148,0.04457174528224249,-1
ENSDARG00000104574,-0.24731689653990774,-3.178091685115478,0.003690550231393603,0.04458489715012659,-1
ENSDARG00000076066,-0.1738340008090713,-3.175904234552712,0.0037107968081246806,0.044735012511889945,-1
ENSDARG00000094074,-0.3586519662836527,-3.1743987481234863,0.0037247931275013746,0.04482714185584561,-1
ENSDARG00000078076,-0.5606491595839698,-3.1671653177992156,0.003792750537533978,0.04526678601542699,-1
ENSDARG00000021398,0.2100190021994086,3.164024710755132,0.0038226250151488753,0.04550768639364206,1
ENSDARG00000002216,0.43103036110045867,3.1630289854241735,0.003832143694718549,0.045574860649865843,1
ENSDARG00000039136,0.4398047649996055,3.1619410289197942,0.003842570041772574,0.045649370138671486,1
ENSDARG00000020621,-0.18213238389340614,-3.158307232545849,0.0038775917246960264,0.04588967112800316,-1
ENSDARG00000021838,-0.3708850481610355,-3.152048878198987,0.003938626704168163,0.04631262951177199,-1
ENSDARG00000099652,-0.18651722608670607,-3.151567468805148,0.003943359623559488,0.046332560049332394,-1
ENSDARG00000092970,0.23488307419247878,3.1498355985213022,0.003960431413661389,0.046450625996838524,1
ENSDARG00000023536,-0.10956046826546917,-3.146516896844388,0.003993343368822405,0.04670354434032783,-1
ENSDARG00000098355,-0.21795389549019628,-3.1447305874589047,0.00401116673127035,0.04684265620183265,-1
ENSDARG00000006868,0.2505063119565518,3.1427929953899056,0.004030585716164046,0.04698184079483524,1
ENSDARG00000104300,0.9176170803990611,3.140477502694947,0.004053910234565532,0.04713948561531715,1
ENSDARG00000103071,0.1613506663809101,3.137262236910926,0.004086512885747381,0.0473675401149627,1
ENSDARG00000068587,-0.2167786994895149,-3.1366805161358755,0.004092438272943745,0.047399989374427076,-1
ENSDARG00000102452,-0.2693890804736174,-3.1362079687571653,0.004097257679782003,0.047434370504450325,-1
ENSDARG00000077776,-0.13485586624659973,-3.134022642582974,0.004119616117396732,0.047618352460421294,-1
ENSDARG00000017038,0.4458674385029071,3.129030060478469,0.004171135235743758,0.04800137387538859,1
ENSDARG00000011934,0.21131081036811494,3.1284676409217975,0.004176977426939288,0.048045228834083624,1
